Entry	Identifier	OmekaURL	Entry_Clean_Recon	Wikidata	TextInBrackets	Location_in_index	EntriesID	EntriesIdentifier	SeeAlso	File	Comment	Column 1
Nationaler Friedensrat	QGJ.v1.Org.01911	https://undusting.org/jewish_sources/s/jewish_sources/item/18248	Nationaler Friedensrat				27	QGJ.v1.A0003.I0033.E00049		organizations		Nationaler Friedensrat 27
Nationalgalerie	QGJ.v1.Org.01912	https://undusting.org/jewish_sources/s/jewish_sources/item/18249	Nationalgalerie				2112	QGJ.v1.A0109.I0335.E02166		organizations		Nationalgalerie 2112
Nationalsozialistische Betriebszellenorganisation (NSBO)	QGJ.v1.Org.01913	https://undusting.org/jewish_sources/s/jewish_sources/item/18250	Nationalsozialistische Betriebszellenorganisation (NSBO)				4538	QGJ.v1.A0211.I0690.E04615		organizations		Nationalsozialistische Betriebszellenorganisation (NSBO) 4538
Nationalsozialistische Deutsche Arbeiterpartei(NSDAP)	QGJ.v1.Org.01914	https://undusting.org/jewish_sources/s/jewish_sources/item/18251	Nationalsozialistische Deutsche Arbeiterpartei(NSDAP)				3/14|340|468|956|1115/7|1917|2005|2008|2009|2562|2869|2958|3066|3165|3170|3820|3825|3906|3914|4357|4366|4373|4374|4377|4394|4399|4421|4447|4449|4461|4462|4480|4490|4523|4538|4561|4563|4673|5277|7002|7161|7483|7491|7794|7981|7983	QGJ.v1.A0002.E00024|QGJ.v1.A0021.I0078.E00382|QGJ.v1.A0027.I0092.E00510|QGJ.v1.A0033.I0132.E00998|QGJ.v1.A0051.I0172.E01163|QGJ.v1.A0105.I0318.E01971|QGJ.v1.A0107.I0327.E02059|QGJ.v1.A0107.I0327.E02062|QGJ.v1.A0107.I0327.E02063|QGJ.v1.A0143.I0427.E02629|QGJ.v1.A0163.I0493.E02936|QGJ.v1.A0171.I0537.E03025|QGJ.v1.A0179.I0564.E03143|QGJ.v1.A0183.I0583.E03242|QGJ.v1.A0183.I0583.E03247|QGJ.v1.A0189.I0618.E03897|QGJ.v1.A0189.I0618.E03902|QGJ.v1.A0191.I0624.E03983|QGJ.v1.A0192.I0625.E03991|QGJ.v1.A0199.I0654.E04434|QGJ.v1.A0199.I0654.E04443|QGJ.v1.A0199.I0654.E04450|QGJ.v1.A0199.I0654.E04451|QGJ.v1.A0199.I0654.E04459|QGJ.v1.A0200.I0656.E04471|QGJ.v1.A0200.I0658.E04476|QGJ.v1.A0203.I0665.E04498|QGJ.v1.A0207.I0669.E04524|QGJ.v1.A0207.I0669.E04526|QGJ.v1.A0207.I0669.E04538|QGJ.v1.A0207.I0669.E04539|QGJ.v1.A0207.I0671.E04557|QGJ.v1.A0208.I0675.E04573|QGJ.v1.A0210.I0682.E04600|QGJ.v1.A0211.I0690.E04615|QGJ.v1.A0214.I0696.E04638|QGJ.v1.A0214.I0696.E04640|QGJ.v1.A0225.I0718.E04750|QGJ.v1.A0235.I0777.E05354|QGJ.v1.A0239.I0849.E07083|QGJ.v1.A0244.I0866.E07247|QGJ.v1.A0262.I0900.E07576|QGJ.v1.A0263.I0902.E07584|QGJ.v1.A0273.I0926.E07888|QGJ.v1.A0287.I0968.E08075|QGJ.v1.A0287.I0968.E08077		organizations		Nationalsozialistische Deutsche Arbeiterpartei(NSDAP) 3/14, 340, 468, 956, 1115/7, 1917, 2005, 2008,2009,2562,2869,2958,3066, 3165,3170, 3820, 3825,3906, 3914,4357,4366,4373,4374,4377,4394, 4399,4421,4447,4449,4461,4462,4480,4490,4523, 4538,4561,4563,4673, 5277,7002,7161,7483, 7491, 7794,7981,7983
Nationalsozialistischer Deutscher Arztebund (NSDAB)	QGJ.v1.Org.01915	https://undusting.org/jewish_sources/s/jewish_sources/item/18252	Nationalsozialistischer Deutscher Arztebund (NSDAB)				1040	QGJ.v1.A0041.I0157.E01082		organizations		Nationalsozialistischer Deutscher Arztebund (NSDAB) 1040
Nationalsozialistische Volkswohlfahrt (NSV)	QGJ.v1.Org.01916	https://undusting.org/jewish_sources/s/jewish_sources/item/18253	Nationalsozialistische Volkswohlfahrt (NSV)				7463	QGJ.v1.A0261.I0899.E07556		organizations		Nationalsozialistische Volkswohlfahrt (NSV) 7463
Nazi Victims Organization	QGJ.v1.Org.01917	https://undusting.org/jewish_sources/s/jewish_sources/item/18254	Nazi Victims Organization				1/8	QGJ.v1.A0000.E00008		organizations		Nazi Victims Organization 1/8
Neue Synagoge Berlin	QGJ.v1.Org.01918	https://undusting.org/jewish_sources/s/jewish_sources/item/18255	Neue Synagoge Berlin				8|94/5|102|112|127|2036	QGJ.v1.A0003.I0029.E00030|QGJ.v1.A0003.I0043.E00120|QGJ.v1.A0005.I0044.E00128|QGJ.v1.A0005.I0044.E00138|QGJ.v1.A0005.I0044.E00153|QGJ.v1.A0107.I0331.E02090		organizations		Neue Synagoge Berlin 8, 94/5,102, 112, 127,2036
Hermann Neustadt (Fa.), Salzwedel	QGJ.v1.Org.01919	https://undusting.org/jewish_sources/s/jewish_sources/item/18256	Hermann Neustadt (Fa.), Salzwedel				2674	QGJ.v1.A0150.I0449.E02741		organizations		Hermann Neustadt (Fa.), Salzwedel 2674
NILES Werkzeugmaschinen GmbH, Berlin	QGJ.v1.Org.01920	https://undusting.org/jewish_sources/s/jewish_sources/item/18257	NILES Werkzeugmaschinen GmbH, Berlin				1748|1749	QGJ.v1.A0099.I0290.E01802|QGJ.v1.A0099.I0290.E01803		organizations		NILES Werkzeugmaschinen GmbH, Berlin 1748,1749
Oberkirchenrat Schwerin	QGJ.v1.Org.01921	https://undusting.org/jewish_sources/s/jewish_sources/item/18258	Oberkirchenrat Schwerin				1091|1092|1093|1094|1095|1096|1097|1098|1099|1100	QGJ.v1.A0044.I0165.E01137|QGJ.v1.A0044.I0165.E01138|QGJ.v1.A0044.I0165.E01139|QGJ.v1.A0043.I0164.E01133|QGJ.v1.A0043.I0164.E01134|QGJ.v1.A0043.I0164.E01135|QGJ.v1.A0043.I0164.E01136|QGJ.v1.A0044.I0165.E01140|QGJ.v1.A0044.I0165.E01141|QGJ.v1.A0044.I0165.E01142		organizations		Oberkirchenrat Schwerin 1091-1100
Oberkonsistorium Gotha	QGJ.v1.Org.01922	https://undusting.org/jewish_sources/s/jewish_sources/item/18259	Oberkonsistorium Gotha				5455/1	QGJ.v1.A0237.I0816.E05532		organizations		Oberkonsistorium Gotha 5455/1
Oberrat der Israeliten in Baden	QGJ.v1.Org.01923	https://undusting.org/jewish_sources/s/jewish_sources/item/18260	Oberrat der Israeliten in Baden				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Oberrat der Israeliten in Baden 94/2
Ockel und Schwägerichs Handlung, Dresden	QGJ.v1.Org.01924	https://undusting.org/jewish_sources/s/jewish_sources/item/18261	Ockel und Schwägerichs Handlung, Dresden				4255	QGJ.v1.A0196.I0643.E04332		organizations		Ockel und Schwägerichs Handlung, Dresden 4255
Öffentliche Höhere Handelslehranstalt Löbau	QGJ.v1.Org.01925	https://undusting.org/jewish_sources/s/jewish_sources/item/18262	Öffentliche Höhere Handelslehranstalt Löbau				4391	QGJ.v1.A0200.I0656.E04468		organizations		Öffentliche Höhere Handelslehranstalt Löbau 4391
Öffentliche und Freischule der jüdischen Gemeinde zuStrelitz	QGJ.v1.Org.01926	https://undusting.org/jewish_sources/s/jewish_sources/item/18263	Öffentliche und Freischule der jüdischen Gemeinde zuStrelitz				419	QGJ.v1.A0023.I0082.E00461		organizations		Öffentliche und Freischule der jüdischen Gemeinde zuStrelitz 419
Organisation Todt (OT)	QGJ.v1.Org.01927	https://undusting.org/jewish_sources/s/jewish_sources/item/18264	Organisation Todt (OT)				8045	QGJ.v1.A0296.I0978.E08136		organizations		Organisation Todt (OT) 8045
Osram, Berlin	QGJ.v1.Org.01928	https://undusting.org/jewish_sources/s/jewish_sources/item/18265	Osram, Berlin				1743/2	QGJ.v1.A0094.I0287.E01796		organizations		Osram, Berlin 1743/2
Pelzhaus Baumgarten, Ilmenau	QGJ.v1.Org.01929	https://undusting.org/jewish_sources/s/jewish_sources/item/18266	Pelzhaus Baumgarten, Ilmenau				7452|7469	QGJ.v1.A0260.I0897.E07545|QGJ.v1.A0261.I0899.E07562		organizations		Pelzhaus Baumgarten, Ilmenau 7452, 7469
Philo-Verlag und Buchhandlung, Leipzig	QGJ.v1.Org.01930	https://undusting.org/jewish_sources/s/jewish_sources/item/18267	Philo-Verlag und Buchhandlung, Leipzig				2984/5	QGJ.v1.A0173.I0540.E03059		organizations		Philo-Verlag und Buchhandlung, Leipzig 2984/5
Poale Zion, Ortsgruppe Leipzig	QGJ.v1.Org.01931	https://undusting.org/jewish_sources/s/jewish_sources/item/18268	Poale Zion, Ortsgruppe Leipzig				2984/3	QGJ.v1.A0173.I0540.E03057		organizations		Poale Zion, Ortsgruppe Leipzig 2984/3
Portland Zement- und Kalkwerke Ollendorf & Levin, Steudnitz	QGJ.v1.Org.01932	https://undusting.org/jewish_sources/s/jewish_sources/item/18269	Portland Zement- und Kalkwerke Ollendorf & Levin, Steudnitz				5306	QGJ.v1.A0235.I0780.E05383		organizations		Portland Zement- und Kalkwerke Ollendorf & Levin, Steudnitz 5306
Preußischer Landesverband Jüdischer Gemeinden	QGJ.v1.Org.01933	https://undusting.org/jewish_sources/s/jewish_sources/item/18270	Preußischer Landesverband Jüdischer Gemeinden				94/2|162/2	QGJ.v1.A0003.I0043.E00117|QGJ.v1.A0006.I0053.E00189		organizations		Preußischer Landesverband Jüdischer Gemeinden 94/2, 162/2
Protestantische Landeskirche Thüringens	QGJ.v1.Org.01934	https://undusting.org/jewish_sources/s/jewish_sources/item/18271	Protestantische Landeskirche Thüringens				114	QGJ.v1.A0005.I0044.E00140		organizations		Protestantische Landeskirche Thüringens 114
Provinzialausschuß der Opfer des Faschismus	QGJ.v1.Org.01935	https://undusting.org/jewish_sources/s/jewish_sources/item/18272	Provinzialausschuß der Opfer des Faschismus				1654	QGJ.v1.A0087.I0259.E01702		organizations		Provinzialausschuß der Opfer des Faschismus 1654
Rabbinat Offenbach	QGJ.v1.Org.01936	https://undusting.org/jewish_sources/s/jewish_sources/item/18273	Rabbinat Offenbach				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Rabbinat Offenbach 94/2
Rabbinatsbezirk Fulda	QGJ.v1.Org.01937	https://undusting.org/jewish_sources/s/jewish_sources/item/18274	Rabbinatsbezirk Fulda				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Rabbinatsbezirk Fulda 94/2
Radio AG, Glauchau	QGJ.v1.Org.01938	https://undusting.org/jewish_sources/s/jewish_sources/item/18275	Radio AG, Glauchau				3833	QGJ.v1.A0190.I0619.E03911		organizations		Radio AG, Glauchau 3833
Rat der Evangelischen Kirche Deutschlands bei der Regierung der DDR	QGJ.v1.Org.01939	https://undusting.org/jewish_sources/s/jewish_sources/item/18276	Rat der Evangelischen Kirche Deutschlands bei der Regierung der DDR				159	QGJ.v1.A0006.I0051.E00185		organizations		Rat der Evangelischen Kirche Deutschlands bei der Regierung der DDR 159
Reh (Fa.), Kamenz	QGJ.v1.Org.01940	https://undusting.org/jewish_sources/s/jewish_sources/item/18277	Reh (Fa.), Kamenz				3935	QGJ.v1.A0195.I0630.E04012		organizations		Reh (Fa.), Kamenz 3935
A. Reichenbach (Fa.), Oederan	QGJ.v1.Org.01941	https://undusting.org/jewish_sources/s/jewish_sources/item/18278	A. Reichenbach (Fa.), Oederan				4422|4423	QGJ.v1.A0204.I0666.E04499|QGJ.v1.A0204.I0666.E04500		organizations		A. Reichenbach (Fa.), Oederan 4422,4423
Reichsbund der höheren Beamten	QGJ.v1.Org.01942	https://undusting.org/jewish_sources/s/jewish_sources/item/18279	Reichsbund der höheren Beamten				1/2	QGJ.v1.A0000.E00002		organizations		Reichsbund der höheren Beamten 1/2
Reichsbund jüdischer Frontsoldaten	QGJ.v1.Org.01943	https://undusting.org/jewish_sources/s/jewish_sources/item/18280	Reichsbund jüdischer Frontsoldaten				1/6|1231|1293|1382|2006|2084|2984/3|3931|4487	QGJ.v1.A0000.E00006|QGJ.v1.A0055.I0177.E01279|QGJ.v1.A0058.I0191.E01341|QGJ.v1.A0064.I0200.E01430|QGJ.v1.A0107.I0327.E02060|QGJ.v1.A0108.I0332.E02138|QGJ.v1.A0173.I0540.E03057|QGJ.v1.A0195.I0630.E04008|QGJ.v1.A0207.I0673.E04564		organizations		Reichsbund jüdischer Frontsoldaten 1/6, 1231, 1293, 1382,2006,2084,2984/3, 3931,4487
Reichsinstitut für die Geschichte des neuen Deutschlands	QGJ.v1.Org.01944	https://undusting.org/jewish_sources/s/jewish_sources/item/18281	Reichsinstitut für die Geschichte des neuen Deutschlands				221|1810|1845	QGJ.v1.A0014.I0066.E00263|QGJ.v1.A0100.I0298.E01864|QGJ.v1.A0101.I0310.E01899		organizations		Reichsinstitut für die Geschichte des neuen Deutschlands221, 1810,1845
Reichskammer für Bildende Künste	QGJ.v1.Org.01945	https://undusting.org/jewish_sources/s/jewish_sources/item/18282	Reichskammer für Bildende Künste				4564	QGJ.v1.A0214.I0696.E04641		organizations		Reichskammer für Bildende Künste 4564
Reichsverband der Jüdischen Kulturbünde	QGJ.v1.Org.01946	https://undusting.org/jewish_sources/s/jewish_sources/item/18283	Reichsverband der Jüdischen Kulturbünde						JüdischerKulturbund in Deutschland	organizations		Reichsverband der Jüdischen Kulturbünde
Reichsvereinigung der Juden in Deutschland (auchReichsvertretung der deutschen Juden)	QGJ.v1.Org.01947	https://undusting.org/jewish_sources/s/jewish_sources/item/18284	Reichsvereinigung der Juden in Deutschland (auchReichsvertretung der deutschen Juden)				1/4|1/6|94/3|162/2|472|1189|1293|1343|1498|1562|1563|1649|1698|2561|2746|2896|2898|4602|5339|6985	QGJ.v1.A0000.E00004|QGJ.v1.A0000.E00006|QGJ.v1.A0003.I0043.E00118|QGJ.v1.A0006.I0053.E00189|QGJ.v1.A0027.I0092.E00514|QGJ.v1.A0054.I0174.E01237|QGJ.v1.A0058.I0191.E01341|QGJ.v1.A0060.I0196.E01391|QGJ.v1.A0066.I0210.E01546|QGJ.v1.A0073.I0233.E01610|QGJ.v1.A0074.I0234.E01611|QGJ.v1.A0087.I0259.E01697|QGJ.v1.A0092.I0284.E01746|QGJ.v1.A0143.I0427.E02628|QGJ.v1.A0154.I0468.E02813|QGJ.v1.A0164.I0517.E02963|QGJ.v1.A0164.I0519.E02965|QGJ.v1.A0218.I0700.E04679|QGJ.v1.A0235.I0789.E05416|QGJ.v1.A0239.I0849.E07066		organizations		Reichsvereinigung der Juden in Deutschland (auchReichsvertretung der deutschen Juden) 1/4,1/6,94/3, 162/2, 472,1189, 1293, 1343, 1498, 1562,1563,1649, 1698, 2561,2746, 2896,2898,4602,5339,6985
Rosenbaum (Fa.), Gera	QGJ.v1.Org.01948	https://undusting.org/jewish_sources/s/jewish_sources/item/18285	Rosenbaum (Fa.), Gera				5495	QGJ.v1.A0238.I0823.E05576		organizations		Rosenbaum (Fa.), Gera 5495
(Georg) Rosenberg, Henstedt	QGJ.v1.Org.01949	https://undusting.org/jewish_sources/s/jewish_sources/item/18286	(Georg) Rosenberg, Henstedt				2436	QGJ.v1.A0136.I0398.E02503		organizations		(Georg) Rosenberg, Henstedt 2436
Isaak Rotenberg & Co., Damen- und Herrenkonfektion u. a., Altenburg	QGJ.v1.Org.01950	https://undusting.org/jewish_sources/s/jewish_sources/item/18287	Isaak Rotenberg & Co., Damen- und Herrenkonfektion u. a., Altenburg				5444	QGJ.v1.A0236.I0810.E05521		organizations		Isaak Rotenberg & Co., Damen- und Herrenkonfektion u. a., Altenburg 5444
"Ruderverein Jüdischer Studenten „Ivria"", Berlin"	QGJ.v1.Org.01951	https://undusting.org/jewish_sources/s/jewish_sources/item/18288	"Ruderverein Jüdischer Studenten „Ivria"", Berlin"				1777	QGJ.v1.A0100.I0293.E01831		organizations		"Ruderverein Jüdischer Studenten „Ivria"", Berlin 1777"
Rudolph Nachf. Lumpenreißerei, Glauchau	QGJ.v1.Org.01952	https://undusting.org/jewish_sources/s/jewish_sources/item/18289	Rudolph Nachf. Lumpenreißerei, Glauchau				3829	QGJ.v1.A0190.I0619.E03907		organizations		Rudolph Nachf. Lumpenreißerei, Glauchau 3829
Russische Lesehalle, Freiberg	QGJ.v1.Org.01953	https://undusting.org/jewish_sources/s/jewish_sources/item/18290	Russische Lesehalle, Freiberg				4678	QGJ.v1.A0225.I0718.E04755		organizations		Russische Lesehalle, Freiberg 4678
S. Fischer Verlag, Berlin und Frankfurt/M.	QGJ.v1.Org.01954	https://undusting.org/jewish_sources/s/jewish_sources/item/18291	S. Fischer Verlag, Berlin und Frankfurt/M.				2984/5	QGJ.v1.A0173.I0540.E03059		organizations		S. Fischer Verlag, Berlin und Frankfurt/M. 2984/5
SA (Sturm-Abteilung)	QGJ.v1.Org.01955	https://undusting.org/jewish_sources/s/jewish_sources/item/18292	SA (Sturm-Abteilung)				3814|5277|5365|7186|7971	QGJ.v1.A0188.I0616.E03891|QGJ.v1.A0235.I0777.E05354|QGJ.v1.A0235.I0795.E05442|QGJ.v1.A0247.I0873.E07279|QGJ.v1.A0286.I0967.E08065		organizations		SA (Sturm-Abteilung) 3814,5277, 5365, 7186, 7971
Sachs & Berlowitz, Weimar	QGJ.v1.Org.01956	https://undusting.org/jewish_sources/s/jewish_sources/item/18293	Sachs & Berlowitz, Weimar				5317	QGJ.v1.A0235.I0786.E05394		organizations		Sachs & Berlowitz, Weimar 5317
A. J. Saalfelder (Fa.), Leipzig	QGJ.v1.Org.01957	https://undusting.org/jewish_sources/s/jewish_sources/item/18294	A. J. Saalfelder (Fa.), Leipzig				4071	QGJ.v1.A0196.I0638.E04148		organizations		A. J. Saalfelder (Fa.), Leipzig 4071
Sächsische Akademie der Wissenschaften zu Leipzig	QGJ.v1.Org.01958	https://undusting.org/jewish_sources/s/jewish_sources/item/18295	Sächsische Akademie der Wissenschaften zu Leipzig				4666|4667	QGJ.v1.A0224.I0717.E04743|QGJ.v1.A0224.I0717.E04744		organizations		Sächsische Akademie der Wissenschaften zu Leipzig 4666, 4667
Sächsische Landesbibliothek, Dresden	QGJ.v1.Org.01959	https://undusting.org/jewish_sources/s/jewish_sources/item/18296	Sächsische Landesbibliothek, Dresden				4608|4609|4610|4611|4612|4613|4614|4615|4616|4617	QGJ.v1.A0219.I0702.E04685|QGJ.v1.A0219.I0702.E04686|QGJ.v1.A0219.I0702.E04689|QGJ.v1.A0219.I0702.E04690|QGJ.v1.A0219.I0702.E04691|QGJ.v1.A0219.I0702.E04687|QGJ.v1.A0219.I0702.E04688|QGJ.v1.A0221.I0703.E04692|QGJ.v1.A0221.I0703.E04693|QGJ.v1.A0221.I0703.E04694		organizations		Sächsische Landesbibliothek, Dresden 4608-4617
Sächsische Staatsbank	QGJ.v1.Org.01960	https://undusting.org/jewish_sources/s/jewish_sources/item/18297	Sächsische Staatsbank				2983/5	QGJ.v1.A0173.I0540.E03054		organizations		Sächsische Staatsbank 2983/5
"SAG „Gustloff-Werke"", Suhl"	QGJ.v1.Org.01961	https://undusting.org/jewish_sources/s/jewish_sources/item/18298	"SAG „Gustloff-Werke"", Suhl"				7108	QGJ.v1.A0239.I0858.E07189		organizations		"SAG „Gustloff-Werke"", Suhl 7108"
Sander (Fa.), Martinroda	QGJ.v1.Org.01962	https://undusting.org/jewish_sources/s/jewish_sources/item/18299	Sander (Fa.), Martinroda				7463	QGJ.v1.A0261.I0899.E07556		organizations		Sander (Fa.), Martinroda 7463
Saßnitzer Dampf-Schiffsgesellschaft	QGJ.v1.Org.01963	https://undusting.org/jewish_sources/s/jewish_sources/item/18300	Saßnitzer Dampf-Schiffsgesellschaft				163/6	QGJ.v1.A0006.I0053.E00205		organizations		Saßnitzer Dampf-Schiffsgesellschaft 163/6
Schering AG, Berlin	QGJ.v1.Org.01964	https://undusting.org/jewish_sources/s/jewish_sources/item/18301	Schering AG, Berlin				1743/2	QGJ.v1.A0094.I0287.E01796		organizations		Schering AG, Berlin 1743/2
Schocken AG (auch Kaufhaus Schocken)	QGJ.v1.Org.01965	https://undusting.org/jewish_sources/s/jewish_sources/item/18302	Schocken AG (auch Kaufhaus Schocken)							organizations		Schocken AG (auch Kaufhaus Schocken)
Schocken AG (auch Kaufhaus Schocken)|Aue	QGJ.v1.Org.01966	https://undusting.org/jewish_sources/s/jewish_sources/item/18303	Schocken AG (auch Kaufhaus Schocken)|Aue				4523	QGJ.v1.A0210.I0682.E04600		organizations		-Aue 4523
Schocken AG (auch Kaufhaus Schocken)|Chemnitz	QGJ.v1.Org.01967	https://undusting.org/jewish_sources/s/jewish_sources/item/18304	Schocken AG (auch Kaufhaus Schocken)|Chemnitz				3140|3168	QGJ.v1.A0183.I0579.E03217|QGJ.v1.A0183.I0583.E03245		organizations		-Chemnitz 3140, 3168
Schocken AG (auch Kaufhaus Schocken)|Cottbus	QGJ.v1.Org.01968	https://undusting.org/jewish_sources/s/jewish_sources/item/18305	Schocken AG (auch Kaufhaus Schocken)|Cottbus				1258	QGJ.v1.A0058.I0187.E01306		organizations		- Cottbus 1258
Schocken AG (auch Kaufhaus Schocken)|Zwickau	QGJ.v1.Org.01969	https://undusting.org/jewish_sources/s/jewish_sources/item/18306	Schocken AG (auch Kaufhaus Schocken)|Zwickau				3043|4592|4595|4596|4597	QGJ.v1.A0177.I0555.E03120|QGJ.v1.A0216.I0698.E04669|QGJ.v1.A0216.I0698.E04672|QGJ.v1.A0216.I0698.E04673|QGJ.v1.A0216.I0698.E04674		organizations		- Zwickau 3043, 4592, 4595-4597
Schocken-Verlag, Berlin	QGJ.v1.Org.01970	https://undusting.org/jewish_sources/s/jewish_sources/item/18307	Schocken-Verlag, Berlin				2984/5	QGJ.v1.A0173.I0540.E03059		organizations		Schocken-Verlag, Berlin 2984/5
Schriever & Niebyl (Fa.), Ilmenau	QGJ.v1.Org.01971	https://undusting.org/jewish_sources/s/jewish_sources/item/18308	Schriever & Niebyl (Fa.), Ilmenau				7470	QGJ.v1.A0261.I0899.E07563		organizations		Schriever & Niebyl (Fa.), Ilmenau 7470
Schuhhaus Nußbaum, Suhl	QGJ.v1.Org.01972	https://undusting.org/jewish_sources/s/jewish_sources/item/18309	Schuhhaus Nußbaum, Suhl				7917	QGJ.v1.A0283.I0954.E08011		organizations		Schuhhaus Nußbaum, Suhl 7917
Schuhkonzern Lingel AG, Erfurt	QGJ.v1.Org.01973	https://undusting.org/jewish_sources/s/jewish_sources/item/18310	Schuhkonzern Lingel AG, Erfurt				5311	QGJ.v1.A0235.I0784.E05388		organizations		Schuhkonzern Lingel AG, Erfurt 5311
Schulverein Talmud Tora, Plauen	QGJ.v1.Org.01974	https://undusting.org/jewish_sources/s/jewish_sources/item/18311	Schulverein Talmud Tora, Plauen				4487	QGJ.v1.A0207.I0673.E04564		organizations		Schulverein Talmud Tora, Plauen 4487
Schwadron (Fa.), Chemnitz	QGJ.v1.Org.01975	https://undusting.org/jewish_sources/s/jewish_sources/item/18312	Schwadron (Fa.), Chemnitz				3168	QGJ.v1.A0183.I0583.E03245		organizations		Schwadron (Fa.), Chemnitz 3168
Robert Simberg ic Co., Salzwedel	QGJ.v1.Org.01976	https://undusting.org/jewish_sources/s/jewish_sources/item/18313	Robert Simberg ic Co., Salzwedel				2667	QGJ.v1.A0150.I0449.E02734		organizations		Robert Simberg ic Co., Salzwedel 2667
Simson u. Co. KG, Suhl	QGJ.v1.Org.01977	https://undusting.org/jewish_sources/s/jewish_sources/item/18314	Simson u. Co. KG, Suhl				5237	QGJ.v1.A0235.I0771.E05314		organizations		Simson u. Co. KG, Suhl 5237
M. & O. Sommerfeld (Fa.), Cottbus	QGJ.v1.Org.01978	https://undusting.org/jewish_sources/s/jewish_sources/item/18315	M. & O. Sommerfeld (Fa.), Cottbus				1287	QGJ.v1.A0058.I0190.E01335		organizations		M. & O. Sommerfeld (Fa.), Cottbus 1287
Sowjetische Militär-Administration in Deutschland(SMAD)	QGJ.v1.Org.01979	https://undusting.org/jewish_sources/s/jewish_sources/item/18316	Sowjetische Militär-Administration in Deutschland(SMAD)				956|1743/3|3216|3727|4472|7369	QGJ.v1.A0033.I0132.E00998|QGJ.v1.A0094.I0287.E01797|QGJ.v1.A0183.I0584.E03293|QGJ.v1.A0185.I0601.E03800|QGJ.v1.A0207.I0669.E04549|QGJ.v1.A0255.I0891.E07462		organizations		Sowjetische Militär-Administration in Deutschland(SMAD) 956, 1743/3, 3216, 3727, 4472, 7369
Sozialdemokratische Partei Deutschlands (SPD)	QGJ.v1.Org.01980	https://undusting.org/jewish_sources/s/jewish_sources/item/18317	Sozialdemokratische Partei Deutschlands (SPD)				148|4361	QGJ.v1.A0005.I0045.E00174|QGJ.v1.A0199.I0654.E04438		organizations		Sozialdemokratische Partei Deutschlands (SPD) 148, 4361
Sozialdemokratischer Verein, Gera	QGJ.v1.Org.01981	https://undusting.org/jewish_sources/s/jewish_sources/item/18318	Sozialdemokratischer Verein, Gera				7362	QGJ.v1.A0255.I0891.E07455		organizations		Sozialdemokratischer Verein, Gera 7362
Sozialistische Einheitspartei Deutschlands (SED)	QGJ.v1.Org.01982	https://undusting.org/jewish_sources/s/jewish_sources/item/18319	Sozialistische Einheitspartei Deutschlands (SED)				1/7|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|84|136	QGJ.v1.A0000.E00007|QGJ.v1.A0003.I0029.E00026|QGJ.v1.A0003.I0029.E00027|QGJ.v1.A0003.I0029.E00028|QGJ.v1.A0003.I0029.E00029|QGJ.v1.A0003.I0029.E00030|QGJ.v1.A0003.I0029.E00031|QGJ.v1.A0003.I0029.E00032|QGJ.v1.A0003.I0029.E00033|QGJ.v1.A0003.I0030.E00034|QGJ.v1.A0003.I0030.E00035|QGJ.v1.A0003.I0030.E00036|QGJ.v1.A0003.I0030.E00037|QGJ.v1.A0003.I0030.E00038|QGJ.v1.A0003.I0030.E00039|QGJ.v1.A0003.I0030.E00040|QGJ.v1.A0003.I0030.E00041|QGJ.v1.A0003.I0031.E00042|QGJ.v1.A0003.I0032.E00043|QGJ.v1.A0003.I0032.E00044|QGJ.v1.A0003.I0033.E00045|QGJ.v1.A0003.I0033.E00046|QGJ.v1.A0003.I0033.E00047|QGJ.v1.A0003.I0033.E00048|QGJ.v1.A0003.I0033.E00049|QGJ.v1.A0003.I0033.E00050|QGJ.v1.A0003.I0033.E00051|QGJ.v1.A0003.I0033.E00052|QGJ.v1.A0003.I0034.E00059|QGJ.v1.A0003.I0033.E00053|QGJ.v1.A0003.I0034.E00054|QGJ.v1.A0003.I0034.E00055|QGJ.v1.A0003.I0034.E00056|QGJ.v1.A0003.I0034.E00057|QGJ.v1.A0003.I0034.E00058|QGJ.v1.A0003.I0035.E00060|QGJ.v1.A0003.I0035.E00061|QGJ.v1.A0003.I0035.E00062|QGJ.v1.A0003.I0035.E00063|QGJ.v1.A0003.I0036.E00064|QGJ.v1.A0003.I0043.E00106|QGJ.v1.A0005.I0044.E00162		organizations		Sozialistische Einheitspartei Deutschlands (SED) 1/7, 4-42, 84, 136
S. Speyer (Fa.), Sonneberg	QGJ.v1.Org.01983	https://undusting.org/jewish_sources/s/jewish_sources/item/18320	S. Speyer (Fa.), Sonneberg				7909	QGJ.v1.A0283.I0953.E08006		organizations		S. Speyer (Fa.), Sonneberg 7909
